filename;version_type;version;work_name_semantic;structure;instrumentation;lyrics_original;voice;tuning_A4;global_key;transposition;vocal_shift;noise_level;length;license
Boccherini_G275-03_AD-WalterG1939;AD;WalterG1939;Minuet_StrQ;A1A1'I'A2I'A2'B'B'C'C'A1'I'A2;Strings;;;444.3419003668215;A:maj;0;0;3;215.26943310657597;CC0
Boccherini_G275-03_AR-Allain1959;AR;Allain1959;Minuet_StrQ;A1A1IA2BBCA1IA2;Strings;;;452.63145841612703;A:maj;0;0;2;126.40761904761905;CC0
Boccherini_G275-03_AR-Etcheverry1960;AR;Etcheverry1960;Minuet_StrQ;A1A1IA2BBCA1IA2;"Strings; Winds";;;442.2933416182494;A:maj;0;0;2;134.79378684807256;CC0
Boccherini_G275-03_AR-Frugoni1954;AR;Frugoni1954;Minuet_StrQ;A1A1IA2BBCA1IA2;"Strings; Winds";;;444.855520880948;A:maj;0;0;2;176.71614512471655;CC0
Boccherini_G275-03_AR-Gardi1958;AR;Gardi1958;Minuet_StrQ;A1A1IA2BBCA1IA2;"Strings; Winds";;;441.5275693441813;A:maj;0;0;3;174.10068027210883;CC0
Boccherini_G275-03_AR-Gola1958;AR;Gola1958;Minuet_StrQ;A1A1IA2BBCA1IA2;"Violin; Piano";;;441.2726066625215;A:maj;0;0;2;154.48934240362811;CC0
Boccherini_G275-03_AR-Lochmann1929;AR;Lochmann1929;Minuet_StrQ;A1A1IA2BBCA1IA2;"Strings; Piano";;;438.4777156442618;A:maj;0;0;3;143.8693424036281;CC0
Boccherini_G275-03_AR-Pourcel1962;AR;Pourcel1962;Minuet_StrQ;A1A1IA2BBCA1IA2;Orchestra;;;447.1741701540032;D:maj;5;0;1;171.6651247165533;CC0
Boccherini_G275-03_AR-R-Suarez2023;AR-R;Suarez2023;Minuet_StrQ;A1A1IA2BBCA1IA2;Piano;;;440.5086016556824;A:maj;0;0;1;181.10403628117913;CC-BY-SA-4.0
Boccherini_G275-03_AR-Renard1928;AR;Renard1928;Minuet_StrQ;A1A1IA2BBCA1IA2;Piano;;;442.5488940698555;A:maj;0;0;3;174.30666666666667;CC0
Boccherini_G275-03_AR-SQPMA1961;AR;SQPMA1961;Minuet_StrQ;A1A1IA2BBCA1IA2;Saxophones;;;445.1125537328459;A:maj;0;0;2;158.76943310657597;CC0
Boccherini_G275-03_OV-BoccheriniQuintet1958;OV;BoccheriniQuintet1958;Minuet_StrQ;A1A1IA2BBCA1IA2;Strings;;;444.3419003668215;A:maj;0;0;3;176.2295238095238;CC0
Boccherini_G275-03_OV-Bonneau1959;OV;Bonneau1959;Minuet_StrQ;A1A1IA2BBCA1IA2;Strings;;;446.3999473725104;A:maj;0;0;2;146.08181405895692;CC0
Boccherini_G275-03_OV-Dohnany1957;OV;Dohnany1957;Minuet_StrQ;A1A1IA2BBCA1IA2;Strings;;;445.3697350956286;A:maj;0;0;2;176.23192743764173;CC0
Boccherini_G275-03_OV-Fiedler1948;OV;Fiedler1948;Minuet_StrQ;A1A1IA2BBCA1IA2;Strings;;;446.1421711076128;A:maj;0;0;3;156.6067573696145;CC0
Boccherini_G275-03_OV-Gould1960;OV;Gould1960;Minuet_StrQ;A1A1IA2BBCA1IA2;Strings;;;446.1421711076128;A:maj;0;0;3;222.99863945578232;CC0
Boccherini_G275-03_OV-ISGM2016;OV;ISGM2016;Minuet_StrQ;A1A1IA2BBCA1IA2;Strings;;;442.0379367369037;A:maj;0;0;2;154.4692970521542;CC-BY-NC-ND-4.0
Boccherini_G275-03_OV-Kosler1959;OV;Kosler1959;Minuet_StrQ;A1A1IA2BBCA1IA2;Strings;;;447.1741701540032;A:maj;0;0;2;173.88575963718822;CC0
Boccherini_G275-03_OV-Kreisler1916;OV;Kreisler1916;Minuet_StrQ;A1A1IA2BBCA1IA2;Strings;;;445.8845436971296;A:maj;0;0;3;137.79210884353742;CC0
Boccherini_G275-03_OV-Krux2022;OV;Krux2022;Minuet_StrQ;A1A1IA2BBCA1IA2;Strings;;;441.017791210556;A:maj;0;0;1;162.62240362811792;CC0
Boccherini_G275-03_OV-NYStringQuartet1926;OV;NYStringQuartet1926;Minuet_StrQ;A1A1IA2BBCA1IA2;Strings;;;438.73106346721926;A:maj;0;0;3;163.89142857142858;CC0
Boccherini_G275-03_OV-Pitt1925;OV;Pitt1925;Minuet_StrQ;A1A1IA2BBCA1IA2;Strings;;;451.8477870636307;A:maj;0;0;3;165.3627664399093;CC0
Boccherini_G275-03_OV-R-Paillard1961;OV-R;Paillard1961;Minuet_StrQ;A1A1IA2BBCA1IA2;Strings;;;442.0379367369037;A:maj;0;0;1;138.13315192743764;CC0
Boccherini_G275-03_OV-Schmied1959;OV;Schmied1959;Minuet_StrQ;A1A1IA2BBCA1IA2;Strings;;;442.0379367369037;A:maj;0;0;1;154.14621315192744;CC0
Boccherini_G275-03_OV-Slivovitch1962;OV;Slivovitch1962;Minuet_StrQ;A1A1IA2BBCA1IA2;Strings;;;450.80500213443264;A:maj;0;0;2;160.46009070294784;CC0
Boccherini_G275-03_OV-Tilegant1961;OV;Tilegant1961;Minuet_StrQ;A1A1IA2BBCA1IA2;Strings;;;443.82887286777554;A:maj;0;0;2;165.30857142857144;CC0
Boccherini_G275-03_OV-VictorStringQuartet1909;OV;VictorStringQuartet1909;Minuet_StrQ;A1A1IA2BBCA1IA2;Strings;;;433.44136952666327;A#:maj;1;0;3;142.33074829931974;CC0
Boccherini_G275-03_OV-Weingartner1939;OV;Weingartner1939;Minuet_StrQ;A1A1IA2BBCA1IA2;Strings;;;442.2933416182494;A:maj;0;0;3;172.19968253968253;CC0
Boccherini_G275-03_OV-Weldon1950;OV;Weldon1950;Minuet_StrQ;A1A1IA2BBCA1IA2;Strings;;;441.017791210556;A:maj;0;0;3;168.84009070294783;CC0
Boccherini_G275-03_OV-ZoellnerStringQuartet1920;OV;ZoellnerStringQuartet1920;Minuet_StrQ;A1A1IA2BBCA1IA2;StringQuintet;;;434.9461689552743;A:maj;0;0;3;173.61342403628117;CC0
Boccherini_G275-03_SR-R-ReproPno-CloseRev;SR-R;ReproPno-CloseRev;Minuet_StrQ;A1A1IA2BBCA1IA2;Piano;;;441.017791210556;A:maj;0;0;1;133.4180045351474;CC-BY-3.0
Boccherini_G275-03_SR-ReproPno-CloseDry;SR;ReproPno-CloseDry;Minuet_StrQ;A1A1IA2BBCA1IA2;Piano;;;441.017791210556;A:maj;0;0;1;133.4180045351474;CC-BY-3.0
Boccherini_G275-03_SR-ReproPno-HandRecDry;SR;ReproPno-HandRecDry;Minuet_StrQ;A1A1IA2BBCA1IA2;Piano;;;441.017791210556;A:maj;0;0;1;133.4180045351474;CC-BY-3.0
Boccherini_G275-03_SR-ReproPno-RoomRev;SR;ReproPno-RoomRev;Minuet_StrQ;A1A1IA2BBCA1IA2;Piano;;;441.017791210556;A:maj;0;0;1;133.4180045351474;CC-BY-3.0
Boccherini_G275-03_SY-EWSO;SY;EWSO;Minuet_StrQ;A1A1IA2BBCA1IA2;Synthetic;;;440.7631229032662;A:maj;0;0;1;131.90897959183673;CC-BY-3.0
Boccherini_G275-03_SY-HSO;SY;HSO;Minuet_StrQ;A1A1IA2BBCA1IA2;Synthetic;;;441.782679340603;A:maj;0;0;1;140.90897959183673;CC-BY-3.0
Brahms_Op115-01_OV-Bavier1950;OV;Bavier1950;ClarinetQ_ClStrQ;ABCD;"Clarinet; Strings";;;444.855520880948;B:min;0;0;2;560.7273015873016;CC0
Brahms_Op115-01_OV-Boskovsky1962;OV;Boskovsky1962;ClarinetQ_ClStrQ;ABCD;"Clarinet; Strings";;;447.1741701540032;B:min;0;0;1;525.0878458049887;CC0
Brahms_Op115-01_OV-Burkner1955;OV;Burkner1955;ClarinetQ_ClStrQ;ABCD;"Clarinet; Strings";;;448.9859159603322;B:min;0;0;2;480.6537414965986;CC0
Brahms_Op115-01_OV-Burkner1957;OV;Burkner1957;ClarinetQ_ClStrQ;ABCD;"Clarinet; Strings";;;448.2085563812087;B:min;0;0;2;477.7339229024943;CC0
Brahms_Op115-01_OV-Draper1933;OV;Draper1933;ClarinetQ_ClStrQ;ABCD;"Clarinet; Strings";;;438.9845576718903;B:min;0;0;3;623.5481632653061;CC0
Brahms_Op115-01_OV-Gallodoro1951;OV;Gallodoro1951;ClarinetQ_ClStrQ;ABCD;"Clarinet; Strings";;;441.782679340603;B:min;0;0;1;536.8666666666667;CC0
Brahms_Op115-01_OV-Kell1958;OV;Kell1958;ClarinetQ_ClStrQ;ABCD;"Clarinet; Strings";;;445.1125537328459;B:min;0;0;3;545.4889795918367;CC0
Brahms_Op115-01_OV-Klein1962;OV;Klein1962;ClarinetQ_ClStrQ;ABCD;"Clarinet; Strings";;;451.0654725341684;B:min;0;0;2;500.9331519274376;CC0
Brahms_Op115-01_OV-LincolnCenter2010;OV;LincolnCenter2010;ClarinetQ_ClStrQ;ABCD;"Clarinet; Strings";;;443.3164376991279;B:min;0;0;3;623.7169160997732;CC-BY-NC-ND-3.0
Brahms_Op115-01_OV-Micheals1962;OV;Micheals1962;ClarinetQ_ClStrQ;ABCD;"Clarinet; Strings";;;441.5275693441813;B:min;0;0;2;650.7838095238095;CC0
Brahms_Op115-01_OV-Oppenheim1962;OV;Oppenheim1962;ClarinetQ_ClStrQ;ABCD;"Clarinet; Strings";;;443.3164376991279;B:min;0;0;3;622.0266213151928;CC0
Brahms_Op115-01_OV-R-McColl1988;OV-R;McColl1988;ClarinetQ_ClStrQ;ABCD;"Clarinet; Strings";;;441.782679340603;B:min;0;0;1;619.3952380952381;EEF
Brahms_Op115-01_OV-SchmittA2025;OV;SchmittA2025;ClarinetQ_ClStrQ;ABCD;"Clarinet; Strings";;;443.57258128491367;B:min;0;0;1;620.2119727891156;CC-BY-3.0
Brahms_Op115-01_OV-Steffens2008;OV;Steffens2008;ClarinetQ_ClStrQ;ABCD;"Clarinet; Strings";;;443.82887286777554;B:min;0;0;1;622.2947845804989;CC0
Brahms_Op115-01_OV-Visenescu2010;OV;Visenescu2010;ClarinetQ_ClStrQ;ABCD;"Clarinet; Strings";;;444.0853125332247;B:min;0;0;1;559.5167800453514;CC-BY-SA-4.0
Brahms_Op115-01_OV-Wlach1956;OV;Wlach1956;ClarinetQ_ClStrQ;ABCD;"Clarinet; Strings";;;443.3164376991279;B:min;0;0;1;551.5689342403629;CC0
Brahms_Op115-01_SR-R-ReproPno-CloseRev;SR-R;ReproPno-CloseRev;ClarinetQ_ClStrQ;ABCD;Piano;;;441.017791210556;B:min;0;0;1;528.1060317460317;CC-BY-3.0
Brahms_Op115-01_SR-ReproPno-CloseDry;SR;ReproPno-CloseDry;ClarinetQ_ClStrQ;ABCD;Piano;;;440.7631229032662;B:min;0;0;1;528.1060317460317;CC-BY-3.0
Brahms_Op115-01_SR-ReproPno-HandRecDry;SR;ReproPno-HandRecDry;ClarinetQ_ClStrQ;ABCD;Piano;;;440.7631229032662;B:min;0;0;1;528.1060317460317;CC-BY-3.0
Brahms_Op115-01_SR-ReproPno-RoomRev;SR;ReproPno-RoomRev;ClarinetQ_ClStrQ;ABCD;Piano;;;441.017791210556;B:min;0;0;1;528.1060317460317;CC-BY-3.0
Brahms_Op115-01_SY-EWSO;SY;EWSO;ClarinetQ_ClStrQ;ABCD;Synthetic;;;441.2726066625215;B:min;0;0;1;525.8;CC-BY-3.0
Brahms_Op115-01_SY-HSO;SY;HSO;ClarinetQ_ClStrQ;ABCD;Synthetic;;;442.0379367369037;B:min;0;0;1;535.6;CC-BY-3.0
Handel_HWV040-1-01_AD-Corelli1962;AD;Corelli1962;Ombra_VOrch;IAJ;"Voice; Strings";True;male;437.4657864797208 ;G:maj;2;0;1;195.39591836734695 ;CC0
Handel_HWV040-1-01_AD-S-Aranyi1925;AD-S;Aranyi1925;Ombra_VOrch;I'AJ;"Violin; Piano";False;;440.5086016556824;F#:maj;1;0;3;156.7608163265306;CC-BY-3.0
Handel_HWV040-1-01_AD-S-Breen1939;AD-S;Breen1939;Ombra_VOrch;I'AJ;"Voice; Organ";True;male;442.80459417698654;D:maj;9;0;3;185.37609977324263;CC0
Handel_HWV040-1-01_AD-S-Butt1920;AD-S;Butt1920;Ombra_VOrch;IAJ;"Voice; Organ";True;female;447.94973572444303;Eb:maj;-2;0;3;165.20997732426304;CC0
Handel_HWV040-1-01_AD-S-Graveur1931;AD-S;Graveur1931;Ombra_VOrch;IAJ';"Voice; Strings";True;male;451.32609343096783;F:maj;0;0;2;183.11260770975056;CC0
Handel_HWV040-1-01_AD-S-Grundfeld1905;AD-S;Grundfeld1905;Ombra_VOrch;IA'J;"Cello; Piano";False;;436.9606979922958;G:maj;-10;0;3;155.26353741496598;CC0
Handel_HWV040-1-01_AD-S-Homer1917;AD-S;Homer1917;Ombra_VOrch;IA;"Voice; Strings";True;female;427.4740541075866;F#:maj;1;0;3;188.78403628117914;CC0
Handel_HWV040-1-01_AD-S-Kronold1908;AD-S;Kronold1908;Ombra_VOrch;I'AJ;"Cello; Piano";False;;435.7005266444053;C:maj;-5;0;3;129.03061224489795;CC-BY-3.0
Handel_HWV040-1-01_AD-S-Metzger1908;AD-S;Metzger1908;Ombra_VOrch;AJ;"Voice; Strings";True;female;432.9409275435693;F:maj;0;0;3;120.18068027210884;CC0
Handel_HWV040-1-01_AD-S-Rattay1909;AD-S;Rattay1909;Ombra_VOrch;I'AJ;"Violin; Orchestra";False;;447.4325426971205;F#:maj;1;0;3;185.34403628117914;CC0
Handel_HWV040-1-01_AD-S-Tauber1939;AD-S;Tauber1939;Ombra_VOrch;IA'J;"Voice; Organ";True;male;439.4919855647333;G:maj;2;0;2;151.10385487528345;CC0
Handel_HWV040-1-01_AD-S-Veer1911;AD-S;Veer1911;Ombra_VOrch;IAJ;"Voice; Strings";False;female;435.7005266444053;Eb:maj;-2;0;3;214.30857142857144;CC0
Handel_HWV040-1-01_AR-Alcook1922;AR;Alcook1922;Ombra_VOrch;IAJ;"Voice; Strings";True;female;441.017791210556;Eb:maj;-2;12;3;192.76802721088436;CC0
Handel_HWV040-1-01_AR-Basilides1928;AR;Basilides1928;Ombra_VOrch;IAJ;"Voice; Organ; Harp";True;female;434.6950067418271;Eb:maj;-2;0;3;222.80507936507937;CC0
Handel_HWV040-1-01_AR-Bjorling1959;AR;Bjorling1959;Ombra_VOrch;IAJ;"Voice;Piano";True;male;439.4919855647333;G:maj;2;0;1;186.0;CC0
Handel_HWV040-1-01_AR-Blauert1928;AR;Blauert1928;Ombra_VOrch;IAJ;Vibraphon;False;;443.82887286777554;G:maj;2;0;3;174.9904761904762;CC0
Handel_HWV040-1-01_AR-Bonelli1942;AR;Bonelli1942;Ombra_VOrch;IAJ;"Bariton; Organ";True;male;441.017791210556;Eb:maj;-2;0;3;168.53918367346938;CC0
Handel_HWV040-1-01_AR-ButtnerFmaj2025;AR;ButtnerFmaj2025;Ombra_VOrch;IAJ;"Voice; Piano";True;male;441.2726066625215;F:maj;0;0;1;162.28548752834467;CC-BY-3.0
Handel_HWV040-1-01_AR-ButtnerGmaj2025;AR;ButtnerGmaj2025;Ombra_VOrch;IAJ;"Voice; Piano";True;male;441.2726066625215;G:maj;2;0;1;164.34702947845804;CC-BY-3.0
Handel_HWV040-1-01_AR-Caruso1920;AR;Caruso1920;Ombra_VOrch;IAJ;"Voice; Strings";True;male;442.80459417698654;G:maj;2;0;3;194.65324263038548;CC0
Handel_HWV040-1-01_AR-Crawford1942;AR;Crawford1942;Ombra_VOrch;IAJ;Organ;False;;429.9503861110682;G:maj;-10;0;3;205.82943310657598;CC0
Handel_HWV040-1-01_AR-Dalis1957;AR;Dalis1957;Ombra_VOrch;IAJ;"Voice; Strings";True;female;446.6578725778289;F:maj;0;12;2;193.37333333333333;CC0
Handel_HWV040-1-01_AR-Feike1945;AR;Feike1945;Ombra_VOrch;IAJ;Organ;False;;441.5275693441813;G:maj;2;0;3;252.7608163265306;CC0
Handel_HWV040-1-01_AR-Ferguson1950;AR;Ferguson1950;Ombra_VOrch;IAJ;"Voice; Organ";True;male;431.4430657232095;F:maj;0;0;3;184.69151927437642;CC0
Handel_HWV040-1-01_AR-Flagstad1948;AR;Flagstad1948;Ombra_VOrch;IAJ;"Voice; Strings";True;female;442.0379367369037 ;F:maj;0;12;2;213.4378231292517 ;CC0
Handel_HWV040-1-01_AR-Gigli1933;AR;Gigli1933;Ombra_VOrch;IAJ;"Voice; Strings; Organ";True;male;436.9606979922958;G:maj;2;0;3;189.14975056689343;CC0
Handel_HWV040-1-01_AR-Gilibert1910;AR;Gilibert1910;Ombra_VOrch;IAJ;"Voice; Strings";False;male;454.72789995563727 ;E:maj;-1;0;3;239.0934240362812;CC0
Handel_HWV040-1-01_AD-S-Guilleaume1951;AD-S;Guilleaume1951;Ombra_VOrch;IAJ’;"Voice; Orchestra; Organ";True;female;445.8845436971296;G:maj;2;0;3;250.61342403628117;CC0
Handel_HWV040-1-01_AR-Hann1907;AR;Hann1907;Ombra_VOrch;IAJ;"Voice; Harmonium";True;female;446.1421711076128;E:maj;-1;0;3;196.57142857142858;CC0
Handel_HWV040-1-01_AR-Heynis1955;AR;Heynis1955;Ombra_VOrch;IAJ;"Voice; Organ";True;female;439.2381983428527;Eb:maj;-2;0;2;203.15428571428572;CC0
Handel_HWV040-1-01_AR-Hoban;AR;Hoban;Ombra_VOrch;IAJ;Piano;False;;439.2381983428527;G:maj;2;0;1;212.2439909297052;CC-BY-NC-SA-3.0
Handel_HWV040-1-01_AR-Jung1922;AR;Jung1922;Ombra_VOrch;IAJ;"Voice; Violin; Harmonium";False;female;451.32609343096783;D:maj;-3;0;3;237.1395918367347;CC0
Handel_HWV040-1-01_AR-Leisner1928;AR;Leisner1928;Ombra_VOrch;IAJ;"Voice; Strings";True;female;444.0853125332247;D:maj;-3;12;3;201.798820861678;CC0
Handel_HWV040-1-01_AR-LondonBaroque;AR;LondonBaroque;Ombra_VOrch;IAJ;"Oboe; Strings";False;;448.2085563812087;F:maj;0;0;1;197.13160997732427;CC0
Handel_HWV040-1-01_AR-Luria1907;AR;Luria1907;Ombra_VOrch;IAJ;"Bariton; Cello; Organ";False;male;428.2154523831355;Eb:maj;-2;0;3;187.78666666666666;CC0
Handel_HWV040-1-01_AR-Moshkin2018;AR;Moshkin2018;Ombra_VOrch;IAJ;Organ;False;;440.0;F:maj;0;0;1;168.65736961451248;CC-BY-NC-SA-4.0
Handel_HWV040-1-01_AR-Muro1937;AR;Muro1937;Ombra_VOrch;IAJ;"Voice; Strings; Harp";True;male;427.4740541075866;Gb:maj;1;0;2;208.82666666666665;CC0
Handel_HWV040-1-01_AR-Olszewska1928;AR;Olszewska1928;Ombra_VOrch;IAJ;"Voice; Strings";True;female;440.7631229032662 ;F:maj;0;12;2;189.08512471655328 ;CC0
Handel_HWV040-1-01_AR-Pinza1941;AR;Pinza1941;Ombra_VOrch;IAJ;"Voice; Strings";True;male;433.6918074016825;Db:maj;-4;0;2;190.71709750566893;CC0
Handel_HWV040-1-01_AR-R-Bra2020;AR-R;Bra2020;Ombra_VOrch;IAJ;Accordeons;False;;440.5086016556824;F:maj;0;0;1;153.6;CC-BY-4.0
Handel_HWV040-1-01_AR-Rapee1945;AR;Rapee1945;Ombra_VOrch;IAJ;"Voice; Choir; Strings";False;male;452.108859973556;Eb:maj;-2;0;3;186.7093424036281;CC0
Handel_HWV040-1-01_AR-Rethberg1926;AR;Rethberg1926;Ombra_VOrch;IAJ;"Voice; Strings";True;female;443.57258128491367;F:maj;0;12;3;188.31818594104308;CC0
Handel_HWV040-1-01_AR-Schlusnus1923;AR;Schlusnus1923;Ombra_VOrch;IAJ;"Voice; Strings";True;male;433.6918074016825;F:maj;0;0;3;203.80154195011337;CC0
Handel_HWV040-1-01_AR-SchmittK1937;AR;SchmittK1937;Ombra_VOrch;IAJ;"Voice; Strings; Harp";True;male;445.1125537328459;Eb:maj;-2;0;2;229.90943310657596;CC0
Handel_HWV040-1-01_AR-Schon1945;AR;Schon1945;Ombra_VOrch;IAJ;"Voice; Choir; Strings";False;mixed;433.9423899770781;Eb:maj;-2;0;3;190.6934240362812;CC0
Handel_HWV040-1-01_AR-Smith1952;AR;Smith1952;Ombra_VOrch;IAJ;Organ;False;;440.7631229032662;G:maj;2;0;3;207.66408163265305;CC0
Handel_HWV040-1-01_AR-Verraeau1959;AR;Verraeau1959;Ombra_VOrch;IAJ;"Voice; Organ";True;male;445.3697350956286;G:maj;2;0;2;206.45333333333335;CC0
Handel_HWV040-1-01_AR-Weber1919;AR;Weber1919;Ombra_VOrch;IAJ;"Voice;Violin; Piano; Harmonium";True;female;428.2154523831355;Eb:maj;-2;0;3;191.96;CC0
Handel_HWV040-1-01_AR-Willer1927;AR;Willer1927;Ombra_VOrch;IAJ;"Voice; Strings";False;female;437.4657864797208;E:maj;-1;12;3;189.45333333333335;CC0
Handel_HWV040-1-01_AR-Wunderlich1959;AR;Wunderlich1959;Ombra_VOrch;IAJ;"Voice; Strings";True;male;441.782679340603 ;G:maj;2;0;1;176.4 ;CC0
Handel_HWV040-1-01_OV-Ferrier1949;OV;Ferrier1949;Ombra_VOrch;IAJ;"Voice; Strings";True;female;445.8845436971296;D:maj;-3;12;2;208.6661224489796;CC0
Handel_HWV040-1-01_OV-Haflinger1961;OV;Haflinger1961;Ombra_VOrch;IAJ;"Voice; Strings";True;male;445.88454369712963 ;F:maj;0;0;1;192.37732426303856 ;CC0
Handel_HWV040-1-01_OV-Palli;OV;Palli;Ombra_VOrch;IAJ;"Voice; Strings";True;female;446.9159468096244;Eb:maj;-2;12;3;218.43591836734694;CC0
Handel_HWV040-1-01_OV-R-Wunderlich1962;OV-R;Wunderlich1962;Ombra_VOrch;IAJ;"Voice; Strings";True;male;444.34190036682145 ;G:maj;2;0;1;186.75809523809525 ;CC0
Handel_HWV040-1-01_SR-R-ReproPno-CloseRev;SR-R;ReproPno-CloseRev;Ombra_VOrch;IAJ;Piano;False;;441.017791210556;F:maj;0;0;1;148.05401360544218;CC-BY-3.0
Handel_HWV040-1-01_SR-ReproPno-CloseDry;SR;ReproPno-CloseDry;Ombra_VOrch;IAJ;Piano;False;;441.017791210556;F:maj;0;0;1;148.05401360544218;CC-BY-3.0
Handel_HWV040-1-01_SR-ReproPno-HandRecDry;SR;ReproPno-HandRecDry;Ombra_VOrch;IAJ;Piano;False;;441.2726066625215;F:maj;0;0;1;148.05401360544218;CC-BY-3.0
Handel_HWV040-1-01_SR-ReproPno-RoomRev;SR;ReproPno-RoomRev;Ombra_VOrch;IAJ;Piano;False;;441.017791210556;F:maj;0;0;1;148.05401360544218;CC-BY-3.0
Handel_HWV040-1-01_SY-EWSO;SY;EWSO;Ombra_VOrch;IAJ;Synthetic;False;;440.7631229032662;F:maj;0;0;1;146.38448979591837;CC0
Handel_HWV040-1-01_SY-HSO;SY;HSO;Ombra_VOrch;IAJ;Synthetic;False;;442.80459417698654;F:maj;0;0;1;155.38448979591837;CC0
Handel_HWV056-2-44_AD-Dowell1932;AD;Dowell1932;Hallelujah_ChoOrch;A';Band;False;;434.1931173364561;Eb:maj;1;0;3;216.25609977324262;CC0
Handel_HWV056-2-44_AD-Easthope1913;AD;Easthope1913;Hallelujah_ChoOrch;A';Organ;False;;435.7005266444053;D:maj;0;0;3;235.4542403628118;CC0
Handel_HWV056-2-44_AD-Fiedorowicz2024;AD;Fiedorowicz2024;Hallelujah_ChoOrch;A';Syntheziser;False;;441.017791210556;E:maj;2;0;1;139.52;CC-BY-4.0
Handel_HWV056-2-44_AD-S-Irmler1927;AD-S;Irmler1927;Hallelujah_ChoOrch;A';"Choir; Orchestra";False;mixed;441.2726066625215;D:maj;0;0;3;246.77877551020407;CC0
Handel_HWV056-2-44_AD-S-Mania1928;AD-S;Mania1928;Hallelujah_ChoOrch;A';"Trumpet; Organ";False;;439.7459194222075;D:maj;0;0;3;220.38068027210883;CC0
Handel_HWV056-2-44_AD-S-Turunen1953;AD-S;Turunen1953;Hallelujah_ChoOrch;A';Choir;True;male;433.9423899770781;Db:maj;-1;0;2;211.49868480725624;CC0
Handel_HWV056-2-44_AR-Beecham1959;AR;Beecham1959;Hallelujah_ChoOrch;A;Orchestra;True;;448.72664641272337;D:maj;0;0;1;216.93333333333334;CC0
Handel_HWV056-2-44_AR-Brown1928;AR;Brown1928;Hallelujah_ChoOrch;A;"Choir; Organ";True;mixed;445.3697350956286;D:maj;0;0;3;234.4481179138322;CC0
Handel_HWV056-2-44_AR-CollegeChoirOxford1901;AR;CollegeChoirOxford1901;Hallelujah_ChoOrch;A;"Choir; Orchestra";True;mixed;447.94973572444303;Db:maj;-1;0;1;243.85596371882087;CC0
Handel_HWV056-2-44_AR-Fruhling1961;AR;Fruhling1961;Hallelujah_ChoOrch;A;"Choir; Piano";True;female;441.2726066625215;D:maj;0;0;3;234.2922448979592;CC-BY-NC-ND-3.0
Handel_HWV056-2-44_AR-GliArmonici;AR;GliArmonici;Hallelujah_ChoOrch;A;"Choir; Orchestra";True;mixed;430.4473712888805;C:maj;-2;0;2;223.1089342403628;CC0
Handel_HWV056-2-44_AR-ImperialMilitaryBand;AR;ImperialMilitaryBand;Hallelujah_ChoOrch;A;Marching Band;False;;443.3164376991279;B:maj;-3;0;3;188.50975056689342;CC0
Handel_HWV056-2-44_AR-Kittel1939;AR;Kittel1939;Hallelujah_ChoOrch;A;"Choir; Orchestra";False;mixed;441.782679340603;Db:maj;-1;0;3;248.60734693877552;CC0
Handel_HWV056-2-44_AR-OratorioChorus1921;AR;OratorioChorus1921;Hallelujah_ChoOrch;A;"Choir; Winds";True;mixed;435.7005266444053;D:maj;0;0;3;226.9921088435374;CC0
Handel_HWV056-2-44_AR-R-Soderos1915;AR-R;Soderos1915;Hallelujah_ChoOrch;A;Band;False;;434.1931173364561;Eb:maj;1;0;3;239.7227664399093;CC0
Handel_HWV056-2-44_AR-RegalMilitaryBand1910;AR;RegalMilitaryBand1910;Hallelujah_ChoOrch;A;Band;False;;441.782679340603;Eb:maj;1;0;3;191.33342403628117;CC0
Handel_HWV056-2-44_AR-Scherchen1953;AR;Scherchen1953;Hallelujah_ChoOrch;A;"Choir; Orchestra";True;mixed;438.73106346721926;D:maj;0;0;2;201.0165986394558;CC0
Handel_HWV056-2-44_AR-TrinityChoir1926;AR;TrinityChoir1926;Hallelujah_ChoOrch;A;"Choir; Organ";True;mixed;431.6923489992602;Eb:maj;-11;0;3;262.53061224489795;CC0
Handel_HWV056-2-44_OV-Bernstein1958;OV;Bernstein1958;Hallelujah_ChoOrch;A;"Choir; Orchestra";True;mixed;441.2726066625215;D:maj;0;0;2;286.99201814058955;CC0
Handel_HWV056-2-44_OV-Boult1961;OV;Boult1961;Hallelujah_ChoOrch;A;"Choir; Orchestra";True;mixed;441.782679340603;D:maj;0;0;2;281.06666666666666;CC0
Handel_HWV056-2-44_OV-Cutter2003;OV;Cutter2003;Hallelujah_ChoOrch;A;"Choir; Orchestra";True;mixed;441.5275693441813;D:maj;0;0;1;221.09750566893425;CC-BY-SA-2.0
Handel_HWV056-2-44_OV-MacMillan1957;OV;MacMillan1957;Hallelujah_ChoOrch;A;"Choir; Orchestra";True;mixed;430.6960792631352;D:maj;0;0;2;281.36054421768705;CC0
Handel_HWV056-2-44_OV-R-Ormandy1959;OV-R;Ormandy1959;Hallelujah_ChoOrch;A;"Choir; Orchestra";True;mixed;441.2726066625215;D:maj;0;0;1;236.17333333333335;CC0
Handel_HWV056-2-44_OV-Sargent1932;OV;Sargent1932;Hallelujah_ChoOrch;A;"Choir; Orchestra";True;mixed;445.8845436971296;D:maj;0;0;3;257.5147845804989;CC0
